id,house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
3816,"2 BHK Flat for Rent in Bhosale Serenade, Bhoslenagar Ashok Nagar, Pune",Bhoslenagar Ashok Naga,Pune,1000,2,2,2,Furnished,45,45000
3817,"1 BHK Flat for Rent in Kolte-Patil Life Republic R16, Hinjawadi, Pune",Hinjewadi,Pune,460,1,1,0,Furnished,30,14000
3818,"2 BHK Flat for Rent in Bommasandra Jigani Link Road, Bangalore",Bommasandra Jigani Link Road,Bangalore,1044,2,2,0,Semi-Furnished,29,30000
3819,"3 BHK Flat for Rent in Runwal Forests, Kanjurmarg West, Mumbai",Kanjurmarg West,Mumbai,1085,3,2,0,Semi-Furnished,72,78000
3820,"1 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bangalore,450,1,1,0,Semi-Furnished,22,10000
3821,"3 BHK Flat for Rent in Lodha World View, Worli, Mumbai",Worli,Mumbai,1710,3,4,3,Furnished,307,530000
3822,"3 BHK Flat for Rent in Wadhwa Anmol Tower, Goregaon West, Mumbai",Goregaon West,Mumbai,1072,3,3,2,Semi-Furnished,93,100000
3823,2 BHK House for Rent in Laxmi Vihar Burari New Delhi,Laxmi Vihar,New Delhi,540,2,1,0,Unfurnished,12,6500
3824,2 BHK House for Rent in Old Rajinder Nagar New Delhi,Old Rajendra Nagar,New Delhi,810,2,2,0,Unfurnished,49,40000
3825,2 BHK House for Rent in Koramangala Bangalore,Koramangala,Bangalore,800,2,2,0,Semi-Furnished,50,40000
3826,"3 BHK Flat for Rent in Thanisandra Main Road, Bangalore",Thanisandra Main Road,Bangalore,1390,3,2,2,Semi-Furnished,29,40000
3827,"2 BHK Flat for Rent in Padam Nagar, Sarai Rohilla, New Delhi",Padam Nagar,New Delhi,700,2,2,0,Unfurnished,22,15500
3828,"2 BHK Flat for Rent in Dynamix Avanya , Dahisar East, Mumbai",Dahisar East,Mumbai,612,2,2,0,Semi-Furnished,74,45000
3829,"3 BHK Flat for Rent in Union Park Chembur, Mumbai",Union Park,Mumbai,1100,3,3,0,Semi-Furnished,64,70000
3830,"4 BHK Flat for Rent in Gujarat Vihar, Swasthya Vihar, New Delhi",Gujarat Vihar,New Delhi,2925,4,4,2,Semi-Furnished,25.666666666666668,75000
3831,"3 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,1400,3,3,3,Semi-Furnished,45,63000
3832,"2 BHK Flat for Rent in Devanahalli, Bangalore",Devanahalli,Bangalore,1360,2,2,0,Semi-Furnished,24,32000
3833,"1 BHK Flat for Rent in Paschim Vihar, New Delhi",Paschim Vihar,New Delhi,400,1,1,0,Furnished,48,19000
3834,"1 BHK Flat for Rent in Sumangal Vihar, Hingna Road, Nagpur",Hingna Road,Nagpur,700,1,1,0,Furnished,14,10000
3835,10 BHK House for Rent in Greater Kailash 2 New Delhi,GK II,New Delhi,2250,10,10,2,Unfurnished,122,280000
3836,"3 BHK House for Rent in Gayatri Darshan, Thakur Complex Mumbai",Thakur Complex,Mumbai,1000,3,3,0,Unfurnished,35,35000
3837,"1 BHK Flat for Rent in Paschim Vihar, New Delhi",Paschim Vihar,New Delhi,400,1,1,0,Furnished,45,18000
3838,"4 BHK Flat for Rent in One North, One North, Pune",One North,Pune,2650,4,4,2,Semi-Furnished,51,140000
3839,"3 BHK Flat for Rent in Panchshil Towers, EON Free Zone, Kharadi, Pune",EON Free Zone,Pune,2200,3,5,2,Semi-Furnished,36,80000
3840,"3 BHK Flat for Rent in Gundecha Symphony, Andheri West, Mumbai",Andheri West,Mumbai,840,3,2,0,Unfurnished,101,85000
3841,"3 BHK Flat for Rent in Dosti Eastern Bay, Wadala East, Mumbai",Wadala East,Mumbai,1040,3,3,0,Semi-Furnished,135,140000
3842,1 BHK House for Rent in Hudkeshwar Nagpur,Hudkeshwar,Nagpur,650,1,1,0,Semi-Furnished,9,6000
3843,"2 BHK Flat for Rent in Evershine Tower, Evershine Millennium Paradise, Mumbai",Evershine Millennium Paradise,Mumbai,750,2,2,0,Semi-Furnished,80,60000
3844,"2 BHK Flat for Rent in Vadgaon BK, Pune",Vadgaon Budruk,Pune,700,2,2,2,Semi-Furnished,14,10000
3845,1 BHK House for Rent in Dhaka Village New Delhi,Dhaka Village,New Delhi,250,1,1,0,Unfurnished,28,7000
3846,"2 BHK Flat for Rent in Hinjawadi, Pune",Hinjewadi,Pune,400,2,2,0,Furnished,38,15000
3847,"3 BHK Flat for Rent in Jay Prakash Nagar, Goregaon, Mumbai",Goregaon,Mumbai,1250,3,3,3,Semi-Furnished,72,90000
3848,"4 BHK Flat for Rent in Madhuban Silver Leaf, Boat Club Road, Pune",Boat Club Road,Pune,4500,4,4,3,Unfurnished,36,160000
3849,"1 BHK House for Rent in Kaggadasapura, Indira nagar Bangalore",Kaggadasapura,Bangalore,375,1,1,0,Unfurnished,25,9500
3850,"2 BHK Flat for Rent in Poorbi Shalimar Bag, New Delhi",Shalimar Bagh Poorvi,New Delhi,1935,2,1,2,Semi-Furnished,18,35000
3851,"1 BHK Flat for Rent in DDA Bhimnagari Apartment, Hauz Khas, New Delhi",Hauz Khas,New Delhi,700,1,1,0,Unfurnished,26,18000
3852,"3 BHK Flat for Rent in Marvel Ritz, Hadapsar, Pune",Hadapsar,Pune,1885,3,4,0,Unfurnished,40,75000
3853,"2 BHK Flat for Rent in Godrej Prana, Kad Nagar, Undri, Pune",Kad Nagar,Pune,950,2,2,0,Unfurnished,25,24000
3854,"2 BHK Flat for Rent in Runwal Forests, Kanjurmarg West, Mumbai",Kanjurmarg West,Mumbai,735,2,2,0,Semi-Furnished,61,45000
3855,"3 BHK Flat for Rent in DDA Shakti Apartment, Sector 9 Rohini, New Delhi",Sector 9 Rohini,New Delhi,1250,3,2,0,Semi-Furnished,44,55000
3856,"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bangalore,1450,3,2,2,Semi-Furnished,32,47000
3857,"2 BHK House for Rent in Kishangarh Village, Vasant Kunj New Delhi",Kishangarh Village,New Delhi,2700,2,2,0,Furnished,14.77777777777778,40000
3858,"2 BHK Flat for Rent in Rajhans Dreams, Vasai, Mumbai",Vasai,Mumbai,850,2,2,0,Furnished,35,30000
3859,"2 BHK Flat for Rent in Mayur Nagari Phase 2, Pimple Gurav, Pimpri Chinchwad, Pune",Pimple Gurav,Pune,850,2,2,0,Semi-Furnished,29,25000
3860,"3 BHK Flat for Rent in Bahawalpur Biradari Apartment, Sector 6 Dwarka, New Delhi",Sector 6 Dwarka,New Delhi,1800,3,2,3,Semi-Furnished,20,36000
3861,"1 BHK Flat for Rent in Parel Village, Mumbai",Parel Village,Mumbai,450,1,1,0,Semi-Furnished,116,52000
3862,"2 BHK Flat for Rent in Bhajanpura, New Delhi",Bhajanpura,New Delhi,800,2,1,0,Semi-Furnished,12,10000
3863,"4 BHK Flat for Rent in Juhu, Mumbai",Juhu,Mumbai,1600,4,4,2,Unfurnished,175,280000
3864,3 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,2400,3,4,2,Semi-Furnished,25,59500
3865,"2 BHK Flat for Rent in J 25 Icon Heights, Mahavir Nagar Kandivali West, Mumbai",Mahavir Nagar Kandivali West,Mumbai,689,2,2,0,Semi-Furnished,87,60000
3866,"1 BHK Flat for Rent in Halasuru, Bangalore",Halasuru,Bangalore,450,1,1,0,Semi-Furnished,29,13000
3867,"1 BHK Flat for Rent in Rajpur Khurd Extention Colony, Chattarpur, New Delhi",Chhattarpur,New Delhi,999,1,1,0,Semi-Furnished,9,9000
3868,"1 BHK Flat for Rent in Omkar Meridia, Kurla West, Mumbai",Kurla West,Mumbai,500,1,1,0,Semi-Furnished,130,65000
3869,"2 BHK Flat for Rent in Anshul Sara, Baner, Pune",Baner,Pune,850,2,2,2,Furnished,41,35000
3870,4 BHK House for Rent in Chikkabellandur Bangalore,Chikkabellandur,Bangalore,2400,4,4,2,Semi-Furnished,21,50000
3871,"1 BHK Flat for Rent in Viveka Nagar, Bangalore",Viveka Nagar,Bangalore,600,1,1,0,Unfurnished,37,22000
3872,"3 BHK Flat for Rent in Sector 7 Dwarka, New Delhi",Sector 7 Dwarka,New Delhi,1500,3,2,2,Unfurnished,29,44000
3873,1 BHK House for Rent in Ganga Vihar Gokalpur New Delhi,Ganga Vihar,New Delhi,450,1,1,0,Unfurnished,18,8000
3874,"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,2000,3,3,2,Semi-Furnished,40,80000
3875,"4 BHK Flat for Rent in Orion Complex, Aundh, Pune",Aundh,Pune,2200,4,3,0,Semi-Furnished,32,70000
3876,"1 BHK Flat for Rent in Marunji Road, Pune",Marunji Road,Pune,520,1,1,3,Unfurnished,32,16500
3877,"1 BHK Flat for Rent in Vasant Sadhana, Mahavir Nagar Kandivali West, Mumbai",Mahavir Nagar Kandivali West,Mumbai,400,1,1,0,Unfurnished,80,32000
3878,"3 BHK Flat for Rent in Kumar Sienna, Magarpatta, Pune",Magarpatta City,Pune,1850,3,3,2,Furnished,39,72000
3879,5 BHK Villa for Rent in Whitefield Bangalore,Whitefield,Bangalore,5800,5,6,3,Semi-Furnished,69,400000
3880,"1 BHK Flat for Rent in Shakarpur Khas, Shakarpur, New Delhi",Shakarpur Khas,New Delhi,400,1,1,0,Unfurnished,26,10500
3881,"2 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bangalore,1000,2,2,0,Unfurnished,10,10000
3882,"2 BHK Flat for Rent in Jadhavwadi, Pune",Jadhavwadi,Pune,1000,2,2,0,Semi-Furnished,15,15000
3883,"2 BHK Flat for Rent in West Patel Nagar, New Delhi",Patel Nagar West,New Delhi,1125,2,1,0,Furnished,20,23000
3884,"3 BHK Flat for Rent in Phase 2 Electronic City, Bangalore",Electronic City Phase 2,Bangalore,1550,3,3,0,Semi-Furnished,21,32000
3885,"1 BHK Flat for Rent in Mankapur, Nagpur",Mankapur,Nagpur,500,1,1,0,Semi-Furnished,14,7000
3886,"2 BHK Flat for Rent in Phase 1 Electronics City, Bangalore",Electronics City Phase 1,Bangalore,1345,2,2,2,Semi-Furnished,37,50000
3887,"2 BHK Flat for Rent in Bharat Vihar Dwarka, New Delhi",Bharat Vihar,New Delhi,650,2,1,0,Unfurnished,22,14000
3888,3 BHK House for Rent in Kempapura Bangalore,Kempapura,Bangalore,900,3,3,0,Semi-Furnished,20,18000
3889,"3 BHK Flat for Rent in Bharat Nagar, Nagpur",Bharat Nagar,Nagpur,1350,3,3,2,Furnished,26,35000
3890,"2 BHK Flat for Rent in Marina Enclave, Malad West, Mumbai",Malad West,Mumbai,690,2,2,0,Unfurnished,67,46000
3891,"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1509,3,3,3,Furnished,52,77900
3892,"2 BHK Flat for Rent in West Patel Nagar, New Delhi",Patel Nagar West,New Delhi,1200,2,2,2,Semi-Furnished,29,35000
3893,"3 BHK Flat for Rent in Doddanekundi, Kartik Nagar, Bangalore",Doddanekundi,Bangalore,1600,3,2,2,Semi-Furnished,47,75000
3894,"1 BHK Flat for Rent in Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,600,1,1,0,Unfurnished,58,35000
3895,1 BHK House for Rent in Wadki Pune,Wadki,Pune,470,1,1,0,Unfurnished,11,5000
3896,"2 BHK Flat for Rent in New Ashok Nagar, New Delhi",New Ashok Nagar,New Delhi,620,2,2,0,Semi-Furnished,32,20000
3897,"3 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,1100,3,3,2,Semi-Furnished,36,40000
3898,"3 BHK Flat for Rent in DDA Flat Sector D Pocket 3, Vasant Kunj, New Delhi",Vasant Kunj,New Delhi,2400,3,2,2,Unfurnished,33,80000
3899,"2 BHK Flat for Rent in Sector D Vasant Kunj, New Delhi",Sector D Vasant Kunj,New Delhi,900,2,2,0,Semi-Furnished,47,42000
3900,"2 BHK Flat for Rent in Varthur, Bangalore",Varthur,Bangalore,1260,2,2,2,Semi-Furnished,36,45000
3901,1 BHK Villa for Rent in Mukherjee Nagar New Delhi,Mukherjee Nagar,New Delhi,1450,1,3,0,Semi-Furnished,690,1000000
3902,2 BHK House for Rent in Gollarahatti Bangalore,Gollarahatti,Bangalore,1200,2,1,0,Unfurnished,6,7500
3903,"3 BHK Flat for Rent in Triveni Apartment, Sheikh Sarai, New Delhi",Sheikh Sarai,New Delhi,2000,3,3,3,Semi-Furnished,33,65000
3904,"2 BHK Flat for Rent in DDA Freedom Fighter Enclave, Saket, New Delhi",Saket,New Delhi,1100,2,2,2,Furnished,23,25000
3905,"1 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bangalore,400,1,1,0,Furnished,70,28000
3906,"3 BHK Flat for Rent in Moghul Garden, Koregaon Park, Pune",Koregaon Park,Pune,1450,3,3,0,Unfurnished,45,65000
3907,"2 BHK Flat for Rent in Majestique Signature Towers, Laxmi Nagar Balewadi, Pune",Laxmi Nagar Balewadi,Pune,832,2,2,2,Unfurnished,42,35000
3908,3 BHK House for Rent in Pulikeshi Nagar Bangalore,Frazer Town,Bangalore,1700,3,2,0,Semi-Furnished,21,36000
3909,"3 BHK Flat for Rent in Yari Road, Mumbai",Yari Road,Mumbai,850,3,3,0,Unfurnished,100,85000
3910,"1 BHK Flat for Rent in Hermes Heritage, Shastrinagar Yerawada, Pune",Shastrinagar,Pune,600,1,1,0,Furnished,53,32000
3911,"2 BHK Flat for Rent in Guru Nanak Nagar, Pune",Guru Nanak Nagar,Pune,900,2,2,0,Furnished,37,33000
3912,4 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bangalore,2450,4,4,0,Semi-Furnished,82,200000
3913,"3 BHK Flat for Rent in Chandan Hola, New Delhi",Chandan Hola,New Delhi,1200,3,2,0,Semi-Furnished,23,27000
3914,1 BHK House for Rent in Sinhgad Road Pune,Sinhgad Road,Pune,340,1,1,0,Unfurnished,15,5000
3915,"2 BHK Flat for Rent in Kanakia Sevens, Andheri East, Mumbai",Andheri East,Mumbai,750,2,2,0,Furnished,127,95000
3916,2 BHK House for Rent in Ramesh Nagar New Delhi,Ramesh Nagar,New Delhi,900,2,2,0,Semi-Furnished,32,29000
3917,6 BHK Villa for Rent in Block 11th Stage 6th Banakshankari Bangalore,Banashankari 6th Stage-11th Block,Bangalore,4000,6,6,0,Semi-Furnished,18,70000
3918,"4 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,3650,4,4,3,Semi-Furnished,28,100000
3919,"1 BHK Flat for Rent in Katraj, Pune",Katraj,Pune,700,1,1,0,Unfurnished,17,12000
3920,"3 BHK House for Rent in Bloomdale, Mihan Nagpur",Mihan,Nagpur,1300,3,2,0,Furnished,15,20000
3921,2 BHK House for Rent in Whitefield Bangalore,Whitefield,Bangalore,800,2,2,0,Semi-Furnished,25,20000
3922,"2 BHK Flat for Rent in Chawri Bazar, Chandni Chowk, New Delhi",Chawri Bazar,New Delhi,80,2,2,0,Semi-Furnished,188,15000
3923,"3 BHK Flat for Rent in Freedom Fighters Enclave, New Delhi",Freedom Fighters Enclave,New Delhi,1800,3,3,0,Furnished,33,59500
3924,"3 BHK Flat for Rent in Runwal Greens, Mulund West, Mumbai",Mulund West,Mumbai,1382,3,4,3,Unfurnished,98,140000
3925,"2 BHK Flat for Rent in Kalpataru Estate, Andheri East, Mumbai",Andheri East,Mumbai,823,2,2,0,Semi-Furnished,103,85000
3926,"2 BHK Flat for Rent in Devli Khanpur, Khanpur, Madangir, New Delhi",Khanpur,New Delhi,800,2,1,2,Unfurnished,17,13500
3927,"2 BHK Flat for Rent in Brookefield, Bangalore",Brookefield,Bangalore,800,2,2,0,Semi-Furnished,38,30000
3928,"2 BHK House for Rent in Utkarsh society, Gokul Nagar Katraj Pune",Gokul Nagar Katraj,Pune,1040,2,1,0,Unfurnished,27,28000
3929,"2 BHK Flat for Rent in Kondhwa BK, Pune",Kondhwa Budruk,Pune,1070,2,2,0,Unfurnished,12,13000
3930,1 BHK House for Rent in Kharbi Nagpur,Kharbi,Nagpur,600,1,1,2,Unfurnished,8,5000
3931,2 BHK House for Rent in Gorai Mumbai,Gorai,Mumbai,1500,2,2,0,Semi-Furnished,30,45000
3932,"2 BHK Flat for Rent in Andheri East, Mumbai",Andheri East,Mumbai,600,2,2,0,Furnished,18,11000
3933,"2 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,858,2,2,0,Semi-Furnished,38,33000
3934,"2 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bangalore,1152,2,2,0,Semi-Furnished,26,30000
3935,"2 BHK Flat for Rent in Rajouri Garden, New Delhi",Rajouri Garden,New Delhi,800,2,2,0,Semi-Furnished,16,13000
3936,"3 BHK Flat for Rent in Madan Park, Punjabi Bagh, New Delhi",Madan Park,New Delhi,1530,3,2,0,Semi-Furnished,22,34000
3937,"1 BHK Flat for Rent in ITI Layout HSR Layout, Bangalore",ITI Layout,Bangalore,550,1,1,0,Unfurnished,48,26666
3938,1 BHK House for Rent in Lohegaon Pune,Lohegaon,Pune,220,1,1,0,Unfurnished,27,6000
3939,2 BHK House for Rent in Dasarahalli Main Road Bangalore,Dasarahalli Main Road,Bangalore,800,2,2,0,Semi-Furnished,19,15500
3940,2 BHK House for Rent in Gorai 1 Mumbai,Gorai 1,Mumbai,644,2,2,0,Unfurnished,39,25000
3941,"3 BHK Flat for Rent in Moonlight Apartment, IP Extension, New Delhi",IP Extension,New Delhi,1250,3,2,0,Unfurnished,20,25000
3942,"1 BHK Flat for Rent in Mahalakshmi, Mumbai",Mahalakshmi,Mumbai,350,1,1,0,Unfurnished,63,22000
3943,"2 BHK Flat for Rent in Panjri, Nagpur",Panjri,Nagpur,500,2,1,0,Unfurnished,20,10000
3944,"2 BHK Flat for Rent in Narendra Heights, Narendra Nagar, Nagpur",Narendra Nagar,Nagpur,825,2,2,2,Semi-Furnished,28,23000
3945,"4 BHK Flat for Rent in Mulund West, Mumbai",Mulund West,Mumbai,1926,4,4,0,Unfurnished,104,200000
3946,"1 BHK Flat for Rent in Mawal, Pune",Mawal,Pune,500,1,1,0,Unfurnished,32,16000
3947,"2 BHK Flat for Rent in Suyog Lucky Homes, Wagholi, Pune",Wagholi,Pune,610,2,1,0,Semi-Furnished,15,9000
3948,"4 BHK Flat for Rent in Sector 19 RWA, New Friends Colony, New Delhi",New Friends Colony,New Delhi,4320,4,5,3,Semi-Furnished,37,160000
3949,"3 BHK Flat for Rent in Aditya Kambodhi Apartment, Chembur, Mumbai",Chembur,Mumbai,950,3,3,0,Unfurnished,84,80000
3950,"1 BHK Flat for Rent in Goregaon East, Mumbai",Goregaon East,Mumbai,500,1,2,0,Furnished,73,36500
3951,"2 BHK Flat for Rent in Mega Centre, North Hadapsar, Hadapsar, Pune",North Hadapsar,Pune,700,2,2,0,Semi-Furnished,40,28000
3952,"4 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,2600,4,4,2,Furnished,135,350000
3953,"4 BHK Flat for Rent in Kolte Patil 24K Stargaze, Bavdhan, Pune",Bavdhan,Pune,2450,4,5,2,Semi-Furnished,31,75000
3954,"2 BHK Flat for Rent in Riverdale Heights, Kharadi, Pune",Kharadi,Pune,800,2,2,0,Furnished,45,36000
3955,"2 BHK Flat for Rent in Ekta Tripolis, Goregaon West, Mumbai",Goregaon West,Mumbai,775,2,2,0,Semi-Furnished,101,78000
3956,"2 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,999,2,2,2,Semi-Furnished,25,25000
3957,4 BHK Villa for Rent in Electronic City Bangalore,Electronic City,Bangalore,2900,4,4,3,Semi-Furnished,12,35000
3958,"2 BHK Flat for Rent in Sunshine Hills, Pisoli, Pune",Pisoli,Pune,700,2,2,0,Unfurnished,19,13000
3959,"1 BHK Flat for Rent in Katraj, Pune",Katraj,Pune,560,1,1,0,Unfurnished,18,10000
3960,1 BHK House for Rent in Dhayari Pune,Dhayari,Pune,100,1,1,0,Furnished,25,2500
3961,"1 BHK Flat for Rent in Ashram, New Delhi",Ashram,New Delhi,100,1,1,0,Semi-Furnished,150,15000
3962,"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1600,3,3,2,Unfurnished,44,70000
3963,"3 BHK Flat for Rent in Battarahalli, Bangalore",Battarahalli,Bangalore,1764,3,3,2,Semi-Furnished,28,50000
3964,"2 BHK Flat for Rent in Godrej Greens, Undri, Pune",Undri,Pune,630,2,2,2,Unfurnished,23,14700
3965,"3 BHK Flat for Rent in Nehru Nagar, Bangalore",Nehru Nagar,Bangalore,1568,3,3,0,Furnished,32,50000
3966,"2 BHK Flat for Rent in Thanisandra Main Road, Bangalore",Thanisandra Main Road,Bangalore,1180,2,2,0,Semi-Furnished,32,38000
3967,"2 BHK Flat for Rent in Eden Spaces, Kiwale, Dehu Road, Pune",Kiwale,Pune,700,2,2,0,Unfurnished,29,20000
3968,"3 BHK Flat for Rent in Raheja Heights, Malad East, Mumbai",Malad East,Mumbai,1030,3,3,4,Furnished,87,90000
3969,"2 BHK Flat for Rent in Ajmera Cosmic Heights, Bhakti Park, Mumbai",Bhakti Park,Mumbai,800,2,2,0,Furnished,100,80000
3970,"2 BHK Flat for Rent in Saket, New Delhi",Saket,New Delhi,800,2,2,0,Semi-Furnished,23,18000
3971,1 BHK House for Rent in Block 4th Jayanagar Bangalore,Block 4th Jayanagar,Bangalore,650,1,1,0,Semi-Furnished,18,12000
3972,"2 BHK Flat for Rent in Astron, Kandivali East, Mumbai",Kandivali East,Mumbai,763,2,2,0,Unfurnished,79,60000
3973,"2 BHK Flat for Rent in Garden Estate, Goregaon West, Mumbai",Goregaon West,Mumbai,750,2,2,0,Furnished,107,80000
3974,"3 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,1810,3,3,2,Semi-Furnished,33,60000
3975,"1 BHK Flat for Rent in Pitam Pura, New Delhi",Pitampura,New Delhi,400,1,1,0,Semi-Furnished,42,17000
3976,"4 BHK Flat for Rent in DDA Mitradweep Apartments, IP Extension, New Delhi",IP Extension,New Delhi,1150,4,4,0,Semi-Furnished,30,35000
3977,"1 BHK Flat for Rent in Dakshinpuri, New Delhi",Dakshinpuri,New Delhi,290,1,1,0,Semi-Furnished,17,5000
3978,2 BHK House for Rent in Bhajanpura New Delhi,Bhajanpura,New Delhi,360,2,1,0,Unfurnished,15,5500
3979,"2 BHK Flat for Rent in Neel Kanth Apartment, Chattarpur, New Delhi",Chhattarpur,New Delhi,900,2,2,0,Semi-Furnished,20,18000
3980,"3 BHK Flat for Rent in Bhoomi Valley, Thakur Village, Kandivali East, Mumbai",Thakur Village,Mumbai,987,3,3,0,Semi-Furnished,61,60000
3981,"4 BHK Flat for Rent in Konanakunte, Bangalore",Konanakunte,Bangalore,2000,4,6,2,Semi-Furnished,45,90000
3982,"1 BHK Flat for Rent in Ramgad Nagar Mulund West, Mumbai",Ramgad Nagar Mulund West,Mumbai,400,1,2,0,Unfurnished,48,19000
3983,"1 BHK Flat for Rent in Ganga Amber, Tathawade Pimpri Chinchwad, Pune",Tathawade,Pune,520,1,2,0,Unfurnished,28,14500
3984,"1 BHK Flat for Rent in Chakala, Mumbai",Chakala,Mumbai,270,1,1,0,Unfurnished,81,22000
3985,1 BHK House for Rent in Malka Ganj New Delhi,Malka Ganj,New Delhi,540,1,2,0,Semi-Furnished,33.333333333333336,18000
3986,1 BHK House for Rent in Kalamna Nagpur,Kalamna,Nagpur,300,1,1,0,Unfurnished,17,5000
3987,"3 BHK Flat for Rent in Balagere, Bangalore",Balagere,Bangalore,1250,3,3,0,Semi-Furnished,52,65000
3988,"2 BHK Flat for Rent in Santacruz West, Mumbai",Santacruz West,Mumbai,734,2,2,0,Semi-Furnished,157,120000
3989,3 BHK House for Rent in Uttam Nagar New Delhi,Uttam Nagar,New Delhi,900,3,2,2,Unfurnished,17,15000
3990,"1 BHK Flat for Rent in Chembur, Mumbai",Chembur,Mumbai,480,1,2,0,Unfurnished,54,26000
3991,"2 BHK Flat for Rent in Punjabi Bagh, New Delhi",Punjabi Bagh,New Delhi,1305,2,2,2,Semi-Furnished,24.55555555555556,32000
3992,1 BHK House for Rent in Ghitorni New Delhi,Ghitorni,New Delhi,350,1,1,0,Unfurnished,21,7500
3993,"1 BHK Flat for Rent in Shanti Park, Mumbai",Shanti Park,Mumbai,500,1,1,0,Unfurnished,24,12000
3994,"2 BHK Flat for Rent in Ganesh Nabhangan, Dhayari, Pune",Dhayari,Pune,750,2,2,0,Furnished,23,17000
3995,"2 BHK Flat for Rent in Karvenagar, Pune",Karve Nagar,Pune,1000,2,1,0,Unfurnished,20,20000
3996,1 BHK House for Rent in Chhatarpur Extension New Delhi,Chhatarpur Extension,New Delhi,200,1,1,0,Unfurnished,42,8500
3997,"2 BHK Flat for Rent in Ashirwad Apartments, Sector 12 Dwarka, New Delhi",Sector 12 Dwarka,New Delhi,1200,2,2,0,Semi-Furnished,28,33000
3998,"2 BHK Flat for Rent in Sector 5th HSR Layout, Bangalore",Sector 5 HSR Layout,Bangalore,900,2,2,0,Semi-Furnished,33,30000
3999,2 BHK House for Rent in Sector 5 Rohini New Delhi,Sector 5 Rohini,New Delhi,2,2,1,0,Unfurnished,57,15000
4000,"4 BHK Flat for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",Moti Nagar,New Delhi,2000,4,5,5,Furnished,80,160000
4001,"2 BHK Flat for Rent in Perry Road, Mumbai",Perry Road,Mumbai,800,2,2,0,Semi-Furnished,200,160000
4002,"3 BHK Flat for Rent in Aero View Heights, Sector 22 Dwarka, New Delhi",Sector 22 Dwarka,New Delhi,1650,3,2,3,Unfurnished,27,45000
4003,"3 BHK Flat for Rent in Jangpura Extension, Jangpura, New Delhi",Jangpura Extension,New Delhi,2200,3,3,2,Semi-Furnished,61,140000
4004,1 BHK House for Rent in Ramamurthy Nagar Bangalore,Ramamurthy Nagar,Bangalore,450,1,1,0,Semi-Furnished,28,12500
4005,2 BHK House for Rent in Karihobanahalli Bangalore,Kariobanahalli,Bangalore,950,2,2,0,Semi-Furnished,17,16000
4006,"2 BHK Flat for Rent in Dheeraj Celestial, Bandra West, Mumbai",Bandra West,Mumbai,950,2,2,2,Furnished,184,180000
4007,"4 BHK Flat for Rent in Panchsheel Enclave, Panchsheel Park, New Delhi",Panchsheel Park,New Delhi,2550,4,4,2,Semi-Furnished,71,180000
